review_id,review_text,rating,date,helpful_count,app_version,developer_reply
0d43a379-057b-448c-bcbd-33f68be6e142,Excellent - works great with the browser/desktop app. Editing bulletpoint lists can be a bit fiddly but other than that it does everything you need managing projects etc fir business.,5,2026-07-21 03:11:29,0,2026.14.1.77868,
8ca39400-b742-4389-bc69-accfad95261c,I love this application for organizing individual tasks,5,2026-07-21 01:17:44,1,2026.14.1.77868,
b420246c-94e8-49e4-b623-b6e34e4099d0,great app for Organizing anything and super easy to use,5,2026-07-20 16:06:41,1,,
40e399f9-1f7a-4af8-b04f-e236d3948663,locking the calendar feature under a 10 dollar/month is not ideal,2,2026-07-19 13:06:59,3,2026.14.1.77868,
9a2d999e-dfeb-4135-ab14-db4b83afa319,"Trello is a great app for staying organized. The interface is clean, easy to use, and makes it simple to manage tasks, projects, and deadlines. I like that I can create boards, lists, and cards to keep everything in one place, and collaborating with others is seamless. It's perfect for both personal planning and work. I highly recommend it to anyone looking for a reliable productivity app.",5,2026-07-18 08:10:30,3,2026.14.1.77868,
14a7874a-a134-4ee3-86bc-25f68220dbb1,that was great 😅,5,2026-07-17 19:23:24,0,,
c19fdb30-404e-48c9-bda7-972217675974,Simple and effective project management tool that keeps tasks well organized.,5,2026-07-16 13:48:10,0,2026.14.1.77868,
754e228e-89d8-4550-9d9b-3ab1eba376eb,"very easy to use and it help me a lot manage my works. Also , i can arrange my work schedule in this app which makes me efficiently complete the tasks that i set.",5,2026-07-16 07:28:58,0,2026.14.1.77868,
4e0c12d3-d419-4904-a0d2-8446b0030b96,Great for working on projects that I'm not keeping active at and require me to keep accurate logs and notes.,5,2026-07-16 03:11:04,0,2026.14.1.77868,
e9879650-28ae-424a-ad0e-a2ef91690872,life saver,5,2026-07-14 12:41:41,1,2026.14.1.77868,
ba094ab1-f642-4c27-8b22-4c2e2c5fdfa6,simple app for organizing acts and projects,5,2026-07-14 10:36:48,1,,
6a23133d-74b2-4bc9-b2d0-70491cb98d4c,A simple yet powerful project management tool. Organizing tasks with boards and cards makes teamwork much easier,5,2026-07-13 15:06:50,1,2026.14.1.77868,
d86c0572-6e57-463d-b091-21a0b6d08b0a,"After losing everything from a recent update and the Trello team unable to restore my lists, I'm cancelling subscription and removing the app. I'll find something more stable, like a physical notebook!!",1,2026-07-11 10:38:58,3,,
1401d212-9410-4703-8858-8c30fba37693,"Horrible UX, seems like they have completely abandoned this app.",2,2026-07-10 09:28:56,0,2026.14.1.77868,
8052a1ca-9eda-4d3c-8ce1-26c28721faee,"I love the trello when it was just Trello, without atlasian back when it started. logging in is complicated now.",2,2026-07-10 02:30:11,0,,
4e41e7c4-0308-4aeb-8ac3-b45f9e04eb71,"I generally really like the app but I've recently lost notes I had added in many cards and the Labels don't work. I can see the ones I already applied to cards. If I tap them, the screen blinks but it no longer brings up the list to add or edit labels. They're critical to the way I've organized my cards.",2,2026-07-08 18:52:35,4,2026.13.3.76352,
372d701c-e618-41af-8dcb-734129d45e83,Used to be great until everything disappeared! Several boards of info gone! No longer trust this app!!,1,2026-07-06 10:38:18,2,2026.13.3.76352,
cdce88d4-26c6-4a77-9244-e529dc7fa8b9,"good simple interface , exactly whats needed for normal personal planning purposes. its not complicated like notion ,taskade etc",5,2026-07-05 04:23:55,1,,
6b885cb0-6942-4bdc-8171-f538c4b1f7fc,"Ever since it was bought by Atlassian, the quality has gone down the drain",1,2026-07-05 01:10:13,2,4.4.0.2920,
e5cdcf11-f85d-4342-9899-d04ccea1cede,"the boards aren't updating , it's been two weeks now and the boards are still the same , even tho it's working well on the desktop version , not the mobile version tho . please fix it 🙏",3,2026-07-03 11:54:02,4,2026.13.3.76352,
0f2863b1-ee91-4166-8ddf-540da47ea6c8,Account deactivated during a period of no use (missed an email asking me to login) but now there is seemingly no way to recover my account. If I try to contact support it requires you to login (after which you get an account deactivated message). lol ridiculous Id happily just delete my old account and start a new one but there is no way to even do that.,1,2026-07-02 07:03:03,4,2026.13.3.76352,
9d57c03b-6e60-4e44-bada-b81c42eae396,"excelent app, highly recommended",5,2026-06-30 16:46:24,1,2026.12.1.74487,
36f037a9-9221-4dbe-ab34-8875ac665915,"Timeless and creative game! Endless possibilities to build, explore, and survive. Great for solo play or multiplayer with friends. Encourages creativity and problem‑solving. Runs smoothly and always fun.",5,2026-06-30 15:54:02,1,,
ed9ebe17-ffbc-40bc-8200-139ce9c6682b,"Trello makes project management simple with its intuitive boards, cards, and collaboration features.",5,2026-06-28 12:21:08,2,2026.12.1.74487,
03ec2777-d1c9-4497-838d-71944fa11098,"Trello is hands-down the best app for anyone who loves visual organization. The Kanban board system with simple drag-and-drop cards makes tracking tasks feel incredibly satisfying and intuitive. Whether I’m managing a massive team project or just organizing my personal weekly to-dos, it keeps everything clear at a glance. It skips all the heavy, over-complicated settings of other project management tools and just gives you a clean, productive workspace. Highly recommended!""",5,2026-06-28 07:45:14,1,2026.12.1.74487,
901ae068-1198-4757-a6c0-73d8930f0071,bagus sangat best,5,2026-06-28 01:45:32,0,,
e8355017-0b90-427c-a384-3687a5f53722,"Trello is a project management application that helps users organize tasks and projects using boards, lists, and cards. It provides a simple and visual interface that makes task tracking easy and efficient. Trello is suitable for both individual use and team collaboration, allowing users to assign tasks, set deadlines, and monitor progress. Overall, Trello is an effective tool for improving productivity and project organization.",5,2026-06-27 15:11:26,4,2026.12.1.74487,
65dc77a6-38cf-4a94-ad97-3641d3e6912d,my experience with Trello is quite easy to use for plan evey day life and notes good for up coming events,5,2026-06-27 14:45:09,0,2026.12.1.74487,
6867ecca-14da-400d-b782-5b46a3cf1ae4,i can set time and date to have a vacation day or manage time for study week using this app.,5,2026-06-19 03:52:51,0,,
916e220e-a0c9-463d-9364-6f8442bb0b0b,"Constant UNHELPFUL updates that frequently impact productivity. Doesn't integrate well with Microsoft Office at all. There are always serious, ongoing issues but right now, I cannot save content to cards because they rolled out a new feature that requires you to select a green check to save & move on to the next card- but the app doesn't recognize your mouse selection so nothing actually gets saved. You typed a paragraph for NOTHING 🙃🫠. A useless company OMG.",1,2026-06-17 10:43:09,0,,
fda04c74-e634-4321-ac1e-d9220252cb5f,Dumb app. Let me just create my account with google.,1,2026-06-16 15:42:37,0,,
f777efe1-649c-4f0d-869b-f0a09ba80681,Trello helps me stay organized and manage tasks efficiently. The interface is simple and easy to understand. It is a great productivity tool for both personal and professional use.,5,2026-06-16 12:32:04,2,2026.12.1.74487,
3cef12e0-6944-4bbd-9ba0-2684d6743402,"Trello turns messy to-do lists into beautifully organized visual boards. The intuitive drag-and-drop Kanban layout makes tracking project phases incredibly satisfying, whether you are planning a personal project or managing a team launch. It clears mental clutter instantly!",5,2026-06-15 21:51:36,1,2026.12.1.74487,
31201f9e-1324-4600-889b-2df8b3769e6f,Trello banyak membantu saya mengurus tugasan dengan lebih teratur. Susunan kad dan papan projek sangat mudah difahami walaupun untuk pengguna baru . Saya boleh melihat semua tugasan dalam satu tempat tanpa rasa berserabut . Sangat sesuai untuk mengurus kerja harian dan memastikan tiada perkara penting yang tertinggal. Memang memudahkan urusan saya .,5,2026-06-14 04:29:44,0,,
af74bf1f-2ec2-44b2-b4ce-8cb5192c25d6,"(update: 7 years later and I'm still rocking on w the free version). I have like 50+ boards because I use it to help me organize/manage all aspects of my life (various hobbies, personal tasks, school, work, to name a few). It's very helpful for my ADHD. Would honestly be loss without trello & don't even want to imagine how I'd cope if ever it went away. It's like my second external brain now. And all that for free!! Thank you for all the features, the v intuitive UI, and for not having ads!!!",5,2026-06-14 01:41:10,22,,
098a8c13-343a-44b2-8948-1e9e732b453c,"I don't know what the problem is, as its not allowing me to login as saying that ""You don't have permission to access this account"". I'm signingin through my Google account, my company has shared a link to join the work assignment dashboard, but it's not allowing me to sigingin. Frustrating, should I have to make another email and then login. Pathetic. I want to resolve this ASAP",1,2026-06-10 01:40:44,2,,
34acb15d-7bae-4aa1-85ed-75734c46b8ea,I’ve had a good experience using Trello. It’s easy to organize tasks and stay on track. Trello is a very useful tool for managing work and tasks. I like how simple it is to plan and organize everything.,5,2026-06-08 09:11:11,0,,
53180785-9850-4562-a881-3ebf81416394,"Trello is a popular project management app that helps users organize tasks and collaborate with others. It uses boards, lists, and cards to make planning and tracking work simple and efficient. Overall, Trello is a useful and user-friendly tool for managing projects, assignments, and daily tasks.",5,2026-06-08 04:11:49,0,,
ef59d069-3f5e-4e5a-8a8d-59ecace7d887,Brilliant project management tool. The visual Kanban boards make organizing tasks and collaborating with my team incredibly simple and satisfying,5,2026-06-07 04:33:23,1,,
3333470a-2be6-4f7c-8467-e5415bc36974,"very unresponsive, takes ages to refresh, upload or access anything.",2,2026-06-05 05:18:57,2,2026.11.0.72488,
bfa0f8f3-f7df-4cd3-adcb-1811d2a1c14f,"used to be good, now it's so full of bugs it's unusable",1,2026-06-03 23:16:01,2,2026.11.0.72488,
7b79b33a-5310-4d66-9587-71daf6690ca5,"So buggy! 1) Lost SO many notes - Needs autosave - It uses a confusing save checkmark (but also a different checkmark for complete) 2) editing list titles is impossible - cursor bounces/disappears 3) unable to edit easily; have to open the card and then sometimes markdown formatting is ignored 3) copy and paste function in card titles does not work when phone unfolded. Better than Clickup or AnyDo by far but too many glitches to be as functional as the web version, look for something better.",1,2026-06-03 11:20:40,4,2026.11.0.72488,
1b0f5913-fe2c-453e-bc80-cef468435e38,"Visual Project Management at Its Best. The Kanban card-and-board system is incredibly intuitive. It turns messy project plans into visually clear, actionable workflows. Perfect for tracking personal goals, managing freelance projects, or collaborating with small teams.",5,2026-05-30 22:39:34,2,,
ec9cba7b-0f01-476f-a5a3-8beedf575d6d,works well great for organization,5,2026-05-30 08:30:45,0,,
cea1b75f-4387-482a-ba4a-69812a203f1c,"really intuitive kanban board app. capturing quick ideas in the inbox and moving cards around is super smooth on mobile. the offline mode is great for when you don't have internet, and it automatically syncs everything when you reconnect. definitely a five-star productivity tool.",5,2026-05-28 21:08:21,0,,
e42642a2-9a93-4f6d-b2ee-e70dd51663bc,Unable to even login,1,2026-05-27 01:57:01,1,2026.10.2.72127,
32f42b5a-d82a-4ca6-8848-5edd9ec5dff1,Recent update broke the copy card function. Copying card does not produce a copy despite multiple attempts. Please fix.,1,2026-05-18 12:54:29,4,,
962cd781-424d-4e9f-b17b-20eac3835c92,"Mobile App and Desktop app not syncing deleted cards. Was working fine before latest version. Now I delete a card in the mobile app and it still appears in the desktop app. Of course, would be easier if the app also allowed deletions (without archiving) in the desktop app.",2,2026-05-17 13:07:18,4,2026.9.2.71540,
07e74b27-0cea-4188-9bb7-e6d53952721d,love it.,5,2026-05-17 06:16:04,0,,
5aa23640-1270-4e90-adb7-2dc036d201f5,Biggy UI and doesn't have auto save. UPDATE: now they serve you ads (big banner) to upgrade to their higher tier in the middle of your cards and checklists... where you're actually doing work. So even paid accounts aren't immune to their dumb ads and upsells. Trello has become shameless & its pathetic. Fix your buggy product.,1,2026-05-14 09:56:33,14,2023.12.1.7154,
72f29a96-3673-42ab-9467-9feba0ee59ee,"it's ok, but I'd probably use it more if I could search for lists, not just boards and cards. I may go back to my notebooks. using the free version.",3,2026-05-12 14:42:33,2,2026.9.2.71540,
eb3e4773-065f-4992-935b-a9bfac3d2aa2,Muito bom para organização!,5,2026-05-11 08:06:42,0,2026.9.2.71540,
f5233bfa-de06-4d80-809a-3c652e1829cb,"I love the ability to organize and store data. My only complaint is when I search for an item, it just shows me which folder or card it is in. then I still have to spend 10 minutes reading through the card to find the item. Fix it so a search takes me directly to the item and you'll get 5 stars and a paid subscription from me. In the meantime I'm looking for other products that will do as I need.",2,2026-05-09 15:14:51,8,2026.9.2.71540,
73e91f23-d6cc-486d-b1a2-154e3e81aed4,I can't use it. First it wouldn't let me input the last character in the code sent to my email. I went directly to the website and created my account. Now it still will not let me sign in with my account.,1,2026-05-05 08:15:26,6,2026.9.2.71540,
88e8d640-e79e-4752-b707-d299b930d4ec,"In the widget, please add dates for items dated in the future and also fix it so the sort control (swirl icon) works reliably. update: subtracted a star as this is still broken and thousands have reported this issue. the original dev team used to fix bugs but the Atlassian's apparently don't care.",2,2026-05-04 17:15:07,14,2026.9.2.71540,
57441334-9432-440a-8de9-30d55dfe8202,"Reinstalling on new device, the ""2 factors verification"" did just a mess. As this is not a really useful not powerful app, just deinstalling and moving to more user-friendly products. Very disappointing to loose time with semi-pro solutions, which just do not work, when any ""todo list"" will do at least as good.",1,2026-04-30 04:57:31,2,2026.8.3.70146,
ac2a46c3-b549-465d-919c-19a25cf46b13,Such a great versatile tool for an Agile business!,5,2026-04-24 19:44:09,0,2026.7.1.68132,
7ee1012c-4fc8-4443-a90a-6f89574d95fd,"Trello is a simple yet powerful project management tool that makes organizing tasks and workflows very easy. I really like its clean, visual board system, which uses cards and lists to help track progress at a glance.",5,2026-04-17 20:27:23,0,,
c7fa42a4-c7ac-4ccd-8402-2adcafec33fe,"highly visual way to track tasks from ""To-Do"" to ""Done.""",5,2026-04-15 18:06:48,0,2026.7.2.69676,
2bd590e8-f57b-4eef-831e-f1b37f7a2dfd,"Love Trello system, but the app is not saving anything entered on my tablet. No matter what I do. Had to go back to using the website. It would be great if it only saved changing and info entered. Please fix.",2,2026-04-14 20:09:36,0,2026.7.2.69676,
526df072-76e1-42ce-8238-7d28bd7161ed,"Trello is a simple yet powerful tool for organizing tasks and projects. The drag-and-drop interface makes it easy to manage workflows, and it’s perfect for both personal use and team collaboration. Highly recommended for staying productive.",5,2026-04-13 03:50:43,1,,
c9ce16d9-b83d-4606-bf71-8528fa5c6f00,"was a great tool to help rebuild client, provider relationships. Allowed me to build a better service product that helped the organization and clientel we served",5,2026-04-12 11:34:49,0,,
c19b3cd7-77d3-491b-99e5-c6cbaa84c44c,Had been using this to track a project with some friends. Life happened and we had to halt the project for a couple years. Trying to get back in to the project board now and we've all had to create new Trello accounts and most of us have lost access to it. Even after being reinvited and given admin privileges multiple times it still won't let me access it. This is extremely frustrating as I was the person who made the board initially. This app is useless.,1,2026-04-11 23:15:07,1,2026.7.2.69676,
48b1495d-54d0-40ad-9d21-97ca9124b8c5,"I’ve been using Trello to organize my daily tasks and it really helps me stay on track without feeling overwhelmed. The layout is simple and easy to use, though sometimes it takes a bit to load, but overall it’s very helpful.",5,2026-04-09 23:51:16,7,2026.7.2.69676,
d43f81ec-626a-4313-8479-501d05558c61,Simple and effective task management.,5,2026-04-09 19:50:13,0,2026.7.2.69676,
5496bced-23bf-44d0-adaa-82975f9b490a,"I have used Trello before at work. Wanted to use it for my personal life, but it is so bloated, spammy, it either auto-enrolled premium or I accidentally agreed when doing their forced product tour. And what's with the cringe job. Account deleted in under 10 minutes. 14 day account deletion period to... not a good company.",2,2026-04-08 19:19:04,5,,
039eba69-7025-4bba-abc1-c25139c3c139,"""login to contact support"" is like saying ""welcome to hell"". also, locking full name, job title, department, and organization fields to be visible to Anyone is troubling; why even make it a field with a drop down? privacy score is zero across the Atlassian ecosystem.",1,2026-04-05 09:17:14,16,2026.7.1.68132,
3487c708-3a7e-4dc8-b726-0310034ad6b3,"Trello is a very useful tool to use in organizing activities, schedules and other data",5,2026-04-04 22:43:18,1,2026.7.1.68132,
84744f72-7315-4ce1-879a-cebc99a063d5,👌,5,2026-04-04 19:11:25,0,2025.14.2.50173,
05a34527-8829-452e-a6f2-d2504d5e46cf,"The Trello mobile app has become so fast in 2026. The new Android widgets let me add tasks to my board without even opening the app, and the refreshed UI makes navigating between my Inbox and my Boards seamless.",5,2026-04-03 03:46:28,3,2026.6.1.66535,
6f84fa64-77fe-41dc-a114-f8c7527cd261,1/29/26: Board hasn't refreshed in weeks. I can't see new cards. I've tried updating and clearing cache and nothing has worked. 4/3/26: Same issue. Can't even refresh the board manually. App is unusable.,1,2026-04-02 15:58:50,10,2026.7.1.68132,
d9722189-2503-453c-8433-6e95a77de3e9,The most intuitive project management tool out there. The card and board system makes it so easy to visualize my tasks and stay organized. It's perfect for both personal projects and team collaboration.,5,2026-03-30 07:37:59,2,,
56cce808-b55f-4107-8707-11048ef0ef32,will not update,1,2026-03-29 10:59:21,0,2026.6.1.66535,
d50fa784-8a3a-4698-8a4e-b40d56c87c1e,so bad it hurts,1,2026-03-29 04:16:36,2,2026.6.1.66535,
4881b874-495f-42ad-80d7-4209bcd31fe9,Great way to organize individual tasks and entire projects,5,2026-03-28 11:19:24,1,2026.6.1.66535,
6a22a8c8-8ca9-4c90-8f2c-d8ecd7d541dc,"Trello is a very good organisation app, i use it to keep track of school, gym and even my sports. I especially love collaboration with friends and family. Its easy to navigate and makes life so much more convenient.",5,2026-03-26 22:27:11,8,2026.6.1.66535,
7d12ba73-3f8e-448d-997b-62655ddbc769,good,5,2026-03-24 22:12:45,0,2026.5.2.65686,
c3d15053-6b06-4933-b7f0-1c01728087e2,"good tool, lot of potential.",4,2026-03-20 05:35:54,0,2025.19.4.54916,
a7b90547-046f-4eb7-9f58-859a006b75fa,deleted and closed ally boards,1,2026-03-19 14:36:07,2,2026.5.2.65686,
5c65a55f-d554-4252-a58c-0667f67af979,App is not syncing..,3,2026-03-18 04:07:05,1,2026.5.2.65686,
3150119c-1179-4919-836d-2a9580b8047d,Trello is easy to use and great for planning tasks. Highly recommended!,5,2026-03-17 23:22:43,0,2026.5.2.65686,
dae7d84e-28a5-4815-892b-96729d28a6f7,Good app,4,2026-03-16 09:27:37,0,2026.5.2.65686,
85c6abc2-3bf1-4d0f-a058-53afb581997d,The only way to turn of haptic feedback is to disable vibrations completely system wide as non of the sliders affect it and theres no settings for it in the app or in the notification page,1,2026-03-15 18:24:32,3,2026.5.2.65686,
9e71ed59-7ab4-494a-9279-9175e767b4dd,"I like the Trello app because it helps me keep productive. I can collaborate with my employers or contacts through it, managing different projects easily",5,2026-03-15 04:51:11,1,2026.5.2.65686,
73e99221-7e3a-49c9-ab4a-6cdc579c4f9b,please! add the ability to use card repeaters on mobile devices. why I have to get on my computer to add a simple function that should be able to be done on the mobile app is beyond me. I only use this app on mobile.,3,2026-03-14 17:05:44,4,2026.4.4.65593,
b9b12516-dbd2-4dcf-a9f7-e207f409e3a5,Trello helps organize tasks clearly and improves productivity.,5,2026-03-12 05:40:01,0,,
48dee4a3-8999-44cd-bb37-274e18a5be3b,I can't log in,1,2026-03-11 06:50:04,2,2026.5.2.65686,Hi there! Thanks for the review. We’re sorry to hear you’re running into issues with Trello. Would you mind reaching out to us on our contact form? We'd be happy to help investigate this with you further -https://support.atlassian.com/contact/
311b59d0-966d-414f-8226-683665c8db35,"Prior updates fixed basically all prior issues with the app. Unfortunately, now I am finding it failing to sync my boards—on mobile data or wi-fi, latest version of Android, latest version of Trello app, gen 1 Pixel Fold.",3,2026-03-08 17:45:33,17,2026.4.4.65593,"Hi there, thanks for leaving a review! We're glad to hear the app is working better for you now!
And thank you for your feedback on the Done state checkbox for your cards! We've passed this onto our team for consideration."
35b5e7d1-0de9-4c34-a27d-65d7ce7152fc,Trello: Perfect for organizing projects. The visual boards keep me on track. 5/5 🌟,5,2026-03-08 15:03:49,1,,
be4c5425-8a8c-46bf-b1f7-46429a1d5040,This app works for what we do,5,2026-03-08 10:13:03,0,2026.4.4.65593,
9cc97d0d-54e5-4d39-b891-4d4dcaef3011,Much worse than the web version.,1,2026-03-03 02:44:04,4,2026.4.4.65593,
6dbe134e-df32-4ede-8c73-f96c254b216c,"Trello is an outstanding productivity tool that keeps my tasks and projects perfectly organized. The board and card system makes it easy to plan, track progress, and collaborate with others. It’s clean, intuitive, and works smoothly across devices. I love how simple it is to move things around and update details on the go. Whether for personal goals or team projects, it’s reliable and incredibly helpful. 5 stars! ⭐📋",5,2026-03-02 20:00:31,5,2026.4.4.65593,
758d3dd1-b094-4b14-82be-8b8e3c3445bd,UX is horrible. I can't tag people while commenting on attachments.,2,2026-03-02 19:14:19,1,2026.4.4.65593,Hi there! Thanks for the review. We’re sorry to hear you’re running into issues with Trello. Would you mind reaching out to us on our contact form? We'd be happy to help investigate this with you further -https://support.atlassian.com/contact/
37defe7b-e7d6-471d-9a92-9b4e978989e0,"Simple and visual tool for managing tasks with boards and cards. Easy to use, but advanced features need a paid plan.",5,2026-03-01 02:38:53,2,2026.4.4.65593,
